"shapeid","OBJECTID","ILCEKN","ILCE_ADI","KIMLIKNO","AD","YAKA","KARAR_NO","KARAR_TARI","GLOBALID","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","TANITIMKOD","SHAPE_Leng","SHAPE_Area","area","perimeter"
"106.0","107","1852","24","40745","IHLAMURKUYU","1","NULL","1899-12-30","{125EE60B-E1C0-41ED-96CE-BBCB7EF323DF}","NULL","NULL","NULL","NULL","11","4973.44855923","1373161.491","0.0001469985717221789","0.0513210849558141"
"107.0","108","1325","11","40364","ESENTEPE","2","NULL","1899-12-30","{183D0F94-1094-4776-85AB-0B8DE49815AA}","NULL","NULL","NULL","NULL","11","4012.46158726","429064.19648","4.596013593527459e-05","0.041543597605893975"
"108.0","109","1327","12","99135","TOPKAPI","2","NULL","1899-12-30","{01F4BDD5-27EA-4C45-A3A8-1FF9C38B4D0E}","NULL","NULL","NULL","NULL","78","3478.28094279","637969.998395","6.828523476087867e-05","0.03689113542366396"
"109.0","110","1659","30","191925","TEKE","1","NULL","NULL","{EB88A510-76E4-4ECC-8D50-D5AE509EEC6E}","NULL","NULL","NULL","NULL","39","50951.2308995","35955072.7297","0.003851201706424945","0.5321557069113874"
"110.0","111","1852","24","40741","YUKARI DUDULLU","1","NULL","1899-12-30","{C508E84E-BCD6-447E-A925-CB8B1857494E}","NULL","NULL","NULL","NULL","7","5270.8396447","1785763.70736","0.00019112779818897252","0.054744679713435544"
"111.0","112","1810","16","40539","GÜRSEL","2","NULL","1899-12-30","{D8655059-4636-4D4F-9061-4ECC9CA76632}","NULL","NULL","NULL","NULL","5","4580.86824079","847566.102062","9.079108622245258e-05","0.0465616471764976"
"112.0","113","1183","7","40233","ETÝLER","2","NULL","1899-12-30","{AFAA830E-2FCC-4CAD-98BF-594E709DA47A}","NULL","NULL","NULL","NULL","20","6110.54480953","1219406.50263","0.00013065185748928343","0.06294505589775679"
"113.0","114","1183","7","40232","BEBEK","2","NULL","1899-12-30","{F07D98A0-D950-403D-BA4E-98D1AEEC152E}","NULL","NULL","TERDEM","2017-02-17","19","7704.05278449","1208070.83836","0.00012942712749008933","0.08110478462788348"
"114.0","115","1604","21","40664","FATÝH SULTAN MEHMET","2","NULL","1899-12-30","{01F97C61-88CD-410E-B6C6-0A8E363D8365}","NULL","NULL","TERDEM","2017-03-08","0","5050.23293594","992185.195336","0.00010632279702349479","0.055482177631168056"
"115.0","116","1237","32","40909","NAKKAÞ","2","NULL","1899-12-30","{5673D6CA-5DCF-4ACA-A7DD-618B089A2FA7}","NULL","NULL","TERDEM","2017-02-28","13","31278.1961949","46795075.6509","0.005020222593202561","0.3121779571910435"
"116.0","117","1782","29","40889","HÜRRÝYET","2","NULL","1899-12-30","{196BDEBB-8269-4219-A2DF-3F40C2708511}","NULL","NULL","NULL","NULL","17","15105.0227494","6853262.59324","0.0007337098020343547","0.15210164235864765"
"117.0","118","2055","40","40356","ESKÝ HABÝPLER","2","NULL","2009-01-16","{94F7FC0F-4269-417E-B325-73F75ACA150C}","NULL","NULL","NULL","NULL","1","3575.95423688","620054.436094","6.647664110914775e-05","0.03883592198720414"
"118.0","119","1835","20","40645","ORTA","1","NULL","1899-12-30","{0779CE1C-4F18-4A18-9AD1-5E6BBCA60FB4}","NULL","NULL","NULL","NULL","21","2537.86763796","313489.994662","3.349330313540122e-05","0.026058722983013195"
"119.0","120","2003","2","40152","FÝRUZKÖY","2","NULL","1899-12-30","{5F78BA0E-6948-486D-9D11-9329B9F3053B}","NULL","NULL","NULL","NULL","8","23509.4280618","12495627.709","0.0013374877594287682","0.24214411808094616"
"120.0","121","1835","20","40655","SÜLÜNTEPE","1","NULL","1899-12-30","{0AF07334-5408-4180-8F27-8D8AB29CBC55}","NULL","NULL","TERDEM","2017-03-02","25","6597.10548828","1403157.1902","0.00014996836409864045","0.06850462745126468"
"121.0","122","1835","20","40654","KURTKÖY","1","NULL","1899-12-30","{E97462B1-8A55-47FA-BB89-D2D8855536A1}","NULL","NULL","TERDEM","2017-03-01","19","7110.75994403","1844537.11444","0.00019714395045866695","0.07630789787857824"
"122.0","123","1886","6","40205","VATAN","2","NULL","1899-12-30","{6470B63D-2625-4955-B186-16899DF6E28F}","NULL","NULL","NULL","NULL","2","2077.24810241","227022.979488","2.4304261501129076e-05","0.021646622729871643"
"123.0","124","2052","37","40768","GÜNGÖREN","1","NULL","1899-12-30","{8AC2814C-ECA7-4DBA-9522-C67816F5ED1A}","NULL","NULL","NULL","NULL","10","2999.85206606","402551.948338","4.309597170504276e-05","0.031330485271798"
"124.0","125","2014","28","0","ÞALGAMLI DEVLET ORMANI","1","NULL","NULL","{16F76342-E68E-4BE8-8900-BC35EE8800F0}","NULL","NULL","TERDEM","2017-03-02","0","10642.7695913","4179165.30181","0.00044686274281957594","0.10878153156370894"
"125.0","126","2010","14","40499","GÜNEÞTEPE","2","Sýnýr Deðiþikliði","2007-07-02","{1A2E6580-FE6E-4C0A-A626-5838089B4DC5}","NULL","NULL","TERDEM","2017-03-21","4","3697.17824351","738395.076396","7.904005667569436e-05","0.03855121190584876"
"126.0","127","2005","5","40185","FEVZÝ ÇAKMAK","2","NULL","1899-12-30","{B411307F-3E20-4532-9E9D-C9DEE8A6C457}","NULL","NULL","NULL","NULL","9","4583.69406246","529189.283452","5.662275611939549e-05","0.0439808995511434"
"127.0","128","2016","27","40351","TUNA","2","2279","2006-12-15","{9BFA6CC5-B64A-438B-AAA0-8E139B585EA4}","NULL","NULL","NULL","NULL","11","4533.75236207","722739.501332","7.739184104593733e-05","0.04681330175882979"
"128.0","129","2010","14","40503","SANAYÝ","2","NULL","1899-12-30","{9E3F6C26-B11A-41D8-86B6-1C1B879ADF01}","NULL","NULL","NULL","NULL","10","4207.04386534","701239.142704","7.505822952680319e-05","0.04339375003000911"
"129.0","130","1852","24","98688","CEMÝL MERÝÇ","1","NULL","1899-12-30","{09907256-3E5D-4A6E-90BC-C383C7171EF1}","NULL","NULL","NULL","NULL","19","7251.48650406","1631313.2886","0.00017463574306475493","0.07536379208063505"
"130.0","131","1325","11","40375","SÝLAHTARAÐA","2","NULL","1899-12-30","{75770A00-2A6A-4A22-85F2-048EC68FC7B2}","NULL","NULL","TERDEM","2017-02-16","9","2851.71294589","300764.743918","3.221312124424003e-05","0.030694135370520407"
"131.0","132","1325","11","40360","ÇIRÇIR","2","NULL","1899-12-30","{EF01673A-3114-4D43-B6DD-92519A8FF909}","NULL","NULL","NULL","NULL","15","4691.38034108","1045730.15376","0.00011203523854419473","0.049298641783493254"
"132.0","133","2055","40","40470","ESENTEPE","2","NULL","1899-12-30","{D5B8AABA-D2ED-442A-8918-2CF1CB83D7FD}","NULL","NULL","NULL","NULL","32","7082.45284239","1754833.62154","0.00018805397564847226","0.07146142072889049"
"133.0","134","2015","23","40728","ORHANLI","1","NULL","1899-12-30","{6540FCA3-CBE3-43A1-95CB-A25D81466CB6}","NULL","NULL","NULL","NULL","9","18278.121387","8357787.49762","0.0008930539900120493","0.18817503281601022"
"134.0","135","2055","40","40473","UÐUR MUMCU","2","NULL","1899-12-30","{5DE80019-373B-4721-B385-0599B14A1AA3}","NULL","NULL","NULL","NULL","38","5238.06253637","1432606.50935","0.00015352582067862386","0.055239016936712924"
"135.0","136","1325","11","40362","DÜÐMECÝLER","2","NULL","1899-12-30","{144188C5-686E-48AC-8D09-52B6765E830C}","NULL","NULL","NULL","NULL","5","3158.82463739","475577.216703","5.09234532728442e-05","0.03379903181944614"
"136.0","137","1823","18","40596","FEVZÝ ÇAKMAK","2","NULL","1899-12-30","{4C0F58B4-219C-4824-8DC0-12A7F3DBCCD0}","NULL","NULL","MAKS","2015-12-07","9","3771.65493465","723038.16311","7.737319913303509e-05","0.03902684331406611"
"137.0","138","1739","26","40838","BEÞTELSÝZ","2","NULL","1899-12-30","{B92E03A6-84EF-4B42-8C2C-0B11B8898649}","NULL","NULL","NULL","NULL","8","3457.51691346","578607.009507","6.191199122440594e-05","0.03562822450115479"
"138.0","139","2051","36","40877","BÜYÜKÞEHÝR","2","1492 Sayýlý ÝBB Kararý","2011-06-17","{0A6722A4-55C0-49EC-8337-2F2CEA7CF8BA}","NULL","NULL","NULL","NULL","7","5796.45357618","958748.08877","0.00010258624581638287","0.057645093370856375"
"139.0","140","2049","34","40531","KÜÇÜKBAKKALKÖY","1","NULL","1899-12-30","{4CCD4C2F-8CFE-4D01-A448-7A30077B58AE}","NULL","NULL","NULL","NULL","33","7073.82009179","2274037.79275","0.00024328607128154545","0.08023894189352829"
"140.0","141","1782","29","40891","AHMEDÝYE","2","NULL","1899-12-30","{4009724D-7E80-41CC-9697-F5FF5A95927C}","NULL","NULL","NULL","NULL","14","13683.7718849","3038928.09089","0.00032556717690113146","0.1401495660917297"
"141.0","142","2004","4","40170","MAHMUTBEY","2","NULL","1899-12-30","{4FDF3E90-26B0-4004-BC22-BFCF08EB0A2B}","NULL","NULL","NULL","NULL","16","9040.42565737","4709847.7406","0.0005043849955654878","0.09231979030976141"
"142.0","143","2012","19","40620","ESENKENT","1","NULL","1899-12-30","{E836553F-7A87-42E4-BAF4-AC08BF434406}","NULL","NULL","NULL","NULL","9","6265.16362024","1204376.54515","0.00012874693982212193","0.06428036799622033"
"143.0","144","1810","16","40551","TELSÝZLER","2","NULL","1899-12-30","{E407ECBB-971D-4E5B-9996-7E417E6EB749}","NULL","NULL","NULL","NULL","17","2427.44193075","228178.304907","2.4445292751806846e-05","0.025402138168709162"
"144.0","145","2048","33","40912","HASTANE","2","NULL","1899-12-30","{B387B787-FEC7-4360-814E-61DDD5003ADD}","NULL","NULL","NULL","NULL","11","15639.767867","5669889.16719","0.0006080542547124423","0.1594399821063222"
"145.0","146","1852","24","98707","TOPAÐACI","1","NULL","1899-12-30","{6622F664-CDBD-4191-9CDF-A0D2F00BFF7B}","NULL","NULL","NULL","NULL","38","6858.04004548","1310509.53923","0.00014034762864412187","0.07338345832836987"
"146.0","147","1183","7","40229","KÜLTÜR","2","NULL","1899-12-30","{E4DC7D35-D876-4292-ABE5-D677E965869E}","NULL","NULL","NULL","NULL","16","4851.01084808","721730.936276","7.731557082024665e-05","0.05044220119776265"
"147.0","148","2049","34","40533","KAYIÞDAÐI","1","NULL","1899-12-30","{A0619493-C858-4995-9E03-5CCB59642D00}","NULL","NULL","NULL","NULL","32","7313.88933912","1842574.06045","0.00019712343282662914","0.08080422476413657"
"148.0","149","2055","40","40472","SULTANÇÝFTLÝÐÝ","2","NULL","1899-12-30","{9C04C842-C5D8-422B-A43F-5E3980462468}","NULL","NULL","NULL","NULL","37","4065.79409664","614653.953894","6.586610629710776e-05","0.040118434496235846"
"149.0","150","2054","39","40580","OSMANGAZÝ","1","3044 Sýnýr Deðiþikliði","2007-12-13","{82544C29-A835-4FC7-AE91-26F476145728}","NULL","NULL","NULL","NULL","13","9521.290404","3636102.32625","0.00038903938332168764","0.0980418959504414"
"150.0","151","2049","34","99749","ATATÜRK","1","NULL","1899-12-30","{790F01CA-4D38-4FD6-8F04-AB98FEBEF10B}","NULL","NULL","TERDEM","2017-02-02","36","8822.36798389","2531907.76634","0.00027090490277714707","0.09679619782224394"
"151.0","152","1835","20","40656","ÇAMLIK","1","NULL","1899-12-30","{BDA2887B-2CDC-4209-840C-FFAD2B5F9316}","NULL","NULL","TERDEM","2017-03-02","5","6811.2691184","2524115.57398","0.00026981874896137015","0.07187503137216346"
"152.0","153","1835","20","40630","ÞEYHLÝ","1","NULL","1899-12-30","{9C2775D8-EC95-4922-A741-D2B201BE34A2}","NULL","NULL","TERDEM","2017-03-02","26","5247.64918402","1302177.34647","0.00013916262719249062","0.055622184416803014"
"153.0","154","1835","20","40634","GÜZELYALI","1","NULL","1899-12-30","{7D552CC8-CA6B-4DCE-99E6-F48048504716}","NULL","NULL","TERDEM","2017-02-22","15","8062.57001405","1699610.99376","0.0001815073426314484","0.08333373471489296"
"154.0","155","1663","22","40701","KAPTANPAÞA","2","NULL","1899-12-30","{3914CF89-E649-4DF4-9920-926CF84351AD}","NULL","NULL","NULL","NULL","17","2859.53058156","309748.251263","3.317744460673566e-05","0.029637298897624783"
"155.0","156","1852","24","98708","YAMANEVLER","1","NULL","1899-12-30","{D56205B2-C407-401A-8E31-A8D93841EBA4}","NULL","NULL","NULL","NULL","39","4049.12638489","728257.452979","7.796240868174209e-05","0.044837023294979864"
"156.0","157","2054","39","98781","ATATÜRK","1","2352","2007-10-10","{4E454E5F-A13E-48AF-80F6-E6DC52461277}","NULL","NULL","NULL","NULL","7","4588.64206636","962007.863796","0.00010296804123299808","0.050523137867789156"
"157.0","158","1852","24","40738","ÇAKMAK","1","NULL","1899-12-30","{6306F113-C31D-4FB3-AFF1-CA1ABD340A22}","NULL","NULL","NULL","NULL","4","4455.87076978","859105.196824","9.195488655677764e-05","0.04634759133063824"
"158.0","159","1835","20","40646","KAVAKPINAR","1","NULL","1899-12-30","{FE312DA7-D3B3-4130-B215-70946205824E}","NULL","NULL","NULL","NULL","17","7651.74289183","2844598.82035","0.00030387286915356526","0.07778836758052231"
"159.0","160","1835","20","40639","RAMAZANOÐLU","1","NULL","1899-12-30","{535EC589-6C3A-4855-A216-4FDED682D15F}","NULL","NULL","NULL","NULL","22","10655.0894825","2257211.08485","0.00024118373755754874","0.10950692286516082"
"160.0","161","1835","20","40651","SANAYÝ","1","NULL","1899-12-30","{DD098705-DCFF-4B8D-8583-54BE4D929F7A}","NULL","NULL","TERDEM","2017-03-01","23","21955.990703","13598097.8659","0.0014530851617564622","0.22501483020733284"
"161.0","162","2048","33","40479","ÝSLAMBEY","2","NULL","1899-12-30","{4BFDC5E8-413A-4E10-B340-83D79E0331C2}","NULL","NULL","NULL","NULL","6","7393.72930833","1580032.16926","0.00016955708963450888","0.07430167615809646"
"162.0","163","2048","33","40487","BOLLUCA","2","2414 Sayýlý Karar","2007-11-16","{AD9F6AB7-FD4F-41C4-9A49-3F0941EC94A1}","NULL","NULL","NULL","NULL","6","18658.3100486","12054657.8621","0.0012941325122710623","0.18941476054057568"
"163.0","164","1237","32","40898","KALEÝÇÝ","2","NULL","1899-12-30","{301DE27C-0D87-42FE-A3B6-22A2F452F73B}","NULL","NULL","TERDEM","2017-02-28","0","24912.0362511","23888061.0989","0.002561777131177223","0.2575377036168532"
"164.0","165","2004","4","40156","HÜRRÝYET","2","NULL","1899-12-30","{7332FA0B-905F-4147-9614-DB99429B73E0}","NULL","NULL","MAKS","2016-01-28","2","3511.19218726","583078.142847","6.24144623770917e-05","0.03663389023897774"
"165.0","166","1852","24","40735","ATATÜRK","1","NULL","1899-12-30","{049CA5AC-FB40-4C56-827F-E6B7A54D5660}","NULL","NULL","NULL","NULL","1","4177.54029127","758143.951206","8.116262745261338e-05","0.04606244075540624"
"166.0","167","1421","15","40518","DUMLUPINAR","1","NULL","1899-12-30","{1B59281F-EB7D-4CDD-8993-E02245023F2F}","NULL","NULL","NULL","NULL","12","4142.12081584","776142.913562","8.304604557451967e-05","0.04353231359343693"
"167.0","168","2004","4","40168","GÜNEÞLÝ","2","NULL","1899-12-30","{E76890B3-E1D1-4CB2-9F51-D54ECBDBE949}","NULL","NULL","NULL","NULL","14","4834.0701587","1227068.05611","0.0001313707304007039","0.048973999827839454"
"168.0","169","2004","4","40167","YENÝMAHALLE","2","NULL","1899-12-30","{E8FBF129-B14F-4A9D-BB6F-FCF7E1D56426}","NULL","NULL","NULL","NULL","13","4110.76704283","776162.412948","8.310247699228057e-05","0.04354487904794763"
"169.0","170","2012","19","40621","GÜLSUYU","1","NULL","1899-12-30","{3A87F03E-FE6A-496C-816E-A97BCFF54A98}","NULL","NULL","NULL","NULL","13","5144.46150771","906467.177824","9.690156912256498e-05","0.05456709285794452"
"170.0","171","2054","39","40762","MECLÝS","1","NULL","1899-12-30","{84D31EFD-C947-4BB7-9C8F-B2ED7D9FE6FD}","NULL","NULL","NULL","NULL","11","6201.48945062","1003679.87395","0.00010742473500613414","0.07085415825179087"
"171.0","172","1185","8","40254","ORTAÇEÞME","1","NULL","1899-12-30","{C6F18F86-2230-4484-8AF8-B0D1E1B7F596}","NULL","NULL","NULL","NULL","18","5160.95073366","825821.413452","8.856463375650492e-05","0.05446771944116731"
"172.0","173","2016","27","40345","FEVZÝ ÇAKMAK","2","NULL","1899-12-30","{A598173C-2C85-4D69-957E-97B4EEB3FB58}","NULL","NULL","NULL","NULL","6","4371.70268755","487413.428311","5.218891669755976e-05","0.04432150620781812"
"173.0","174","1185","8","40255","TOKATKÖY","1","NULL","1899-12-30","{1CAFDB1D-624C-4094-B46E-065362F34772}","NULL","NULL","NULL","NULL","19","10273.5750011","3997398.48951","0.0004288097777589428","0.10762197763283864"
"174.0","175","1659","30","40957","KUMBABA","1","NULL","1899-12-30","{CBCDF35F-752D-4BCD-A362-E4B0EB790867}","NULL","NULL","NULL","NULL","1","5955.50408882","1818540.2946","0.00019510981019266183","0.06439701408876178"
"175.0","176","1622","31","191839","FENER","2","NULL","NULL","{951C9998-C469-4BBD-B2B8-788112F027FF}","NULL","NULL","NULL","NULL","13","37076.6374376","38394334.9369","0.004116695462471398","0.38321324943467255"
"176.0","177","2055","40","40377","YAYLA","2","NULL","1899-12-30","{B4B64EE9-4646-42BD-8663-869B72B0D990}","NULL","NULL","NULL","NULL","22","11505.4256906","4756589.62898","0.0005100866947032046","0.12259728900149604"
"177.0","178","2015","23","40729","ORTA","1","NULL","1899-12-30","{511035B6-A60C-4AA3-931F-E16CB40019D2}","NULL","NULL","NULL","NULL","10","9047.69023131","3703748.9954","0.00039574725860802573","0.09540618320725915"
"178.0","179","1183","7","40220","YILDIZ","2","NULL","1899-12-30","{75B524DF-AE22-4D8B-A7C5-39CF47AB3166}","NULL","NULL","TERDEM","2017-02-16","7","5625.29695407","1119267.49603","0.00011985618277776666","0.059096109236605944"
"179.0","180","1708","25","98669","SULTANTEPE","1","NULL","1899-12-30","{7B12F3F0-736F-4E59-A77E-7BE95CA5A3D7}","NULL","NULL","NULL","NULL","60","3185.86136711","518035.119046","5.545778776649968e-05","0.03399955589628203"
"180.0","181","1325","11","40370","MÝTHATPAÞA","2","NULL","1899-12-30","{DA47CF4E-2EB4-43A6-8772-95C5B36623FF}","NULL","NULL","TERDEM","2017-03-22","19","51469.6001015","47106092.5453","0.005054089542568363","0.5243790704572363"
"180.0.ring1","181","1325","11","40370","MÝTHATPAÞA","2","NULL","1899-12-30","{DA47CF4E-2EB4-43A6-8772-95C5B36623FF}","NULL","NULL","TERDEM","2017-03-22","19","51469.6001015","47106092.5453","0.005054089542568363","0.5243790704572363"
"181.0","182","1835","20","40637","SAPAN BAÐLARI","1","NULL","1899-12-30","{BE53332D-91CB-409E-8B40-302C0CEA5B59}","NULL","NULL","NULL","NULL","24","3490.51231348","496757.118425","5.3069425234753e-05","0.035826401962257656"
"182.0","183","1835","20","40628","BAHÇELÝEVLER","1","NULL","1899-12-30","{DE5D04B6-0BE2-4493-B410-401D186E9722}","NULL","NULL","NULL","NULL","2","3803.18657646","781687.387547","8.350955295099993e-05","0.039071591539223426"
"183.0","184","1622","31","0","DEVLET ORMANI","2","NULL","NULL","{46CEC50F-A0CB-4921-B1BD-7135D8EECB6B}","NULL","NULL","TERDEM","2017-03-16","0","50107.6392806","41477176.345","0.004454546914871571","0.5165870768302492"
"184.0","185","1183","7","40221","DÝKÝLÝTAÞ","2","NULL","1899-12-30","{1A26106B-25E2-4194-AFA6-85F7EFD971AE}","NULL","NULL","MAKS","2016-01-28","8","3410.30277816","638413.40348","6.837157968675456e-05","0.034692954519430066"
"185.0","186","1185","8","40239","PAÞABAHÇE","1","NULL","1899-12-30","{50AC7CD0-12E9-4841-A2B2-121CE8EDF617}","NULL","NULL","NULL","NULL","3","5287.37174962","562774.99126","6.032588350990409e-05","0.05632554305441943"
"186.0","187","1336","13","40456","ÞEMSÝPAÞA","2","NULL","1899-12-30","{315DD50B-F867-485C-8B8C-22D424913F34}","NULL","NULL","NULL","NULL","8","3446.26632638","355184.400173","3.804360358117265e-05","0.03512158562612583"
"187.0","188","1336","13","40453","SARIGÖL","2","NULL","1899-12-30","{152F5CFF-CE1E-44DF-B1BB-BBC5AE100C1F}","NULL","NULL","NULL","NULL","5","4552.13259785","605947.195688","6.48969712528924e-05","0.04652147727439654"
"188.0","189","1708","25","40786","BARBAROS","1","NULL","1899-12-30","{B4687E71-2717-4F8B-AD55-A86A58A49956}","NULL","NULL","NULL","NULL","28","5536.04008249","1444712.25778","0.00015462558678791538","0.059063291967624255"
"189.0","190","1708","25","40802","ÝCADÝYE","1","NULL","1899-12-30","{E77E6894-28D9-4617-B267-DBE3DC1AC5B0}","NULL","NULL","NULL","NULL","9","3314.76877111","502199.322083","5.376254705424799e-05","0.035308488360111065"
"190.0","191","2014","28","40942","AHMET YESEVÝ","1","NULL","1899-12-30","{7C0A9283-7C51-4505-B47B-18E3CB6019FC}","NULL","NULL","NULL","NULL","12","5077.45628242","1295925.20649","0.00013862761670679902","0.054877913593701234"
"191.0","192","1604","21","40700","HUZUR","2","NULL","1899-12-30","{BA3D2DC4-AD0A-4BB9-ABDC-40C0DC46E601}","NULL","NULL","TERDEM","2017-03-16","16","8110.9597883","2387803.01519","0.0002559110718038937","0.08538492083186532"
"192.0","193","1237","32","0","DEVLET ORMANI","2","NULL","NULL","{64442398-6459-47DD-AB9C-16D065A725DC}","NULL","NULL","TERDEM","2017-02-28","0","27177.3114159","34086186.865","0.0036637476163150495","0.28710889398453"
"193.0","194","1183","7","40223","BALMUMCU","2","NULL","1899-12-30","{AFB45DFB-41FA-4C3C-939B-97648B875F2C}","NULL","NULL","NULL","NULL","10","4856.47528644","648694.612058","6.947658675926505e-05","0.04829630690462647"
"194.0","195","1183","7","40234","AKAT","2","NULL","1899-12-30","{675D0294-9DAC-4C25-A44A-5E30210160A8}","NULL","NULL","NULL","NULL","21","5109.32266708","1509289.37207","0.00016171396453046327","0.05126456890254613"
"195.0","196","1810","16","40541","HAMÝDÝYE","2","NULL","1899-12-30","{0B1D2889-1651-42E1-B0BE-77ADED15DAC9}","NULL","NULL","TERDEM","2017-03-10","7","9326.55545014","3064450.18031","0.0003283899376356203","0.09857648113062296"
